# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 11 12:33:36 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag
Kepler-1935 b,Kepler-1935,1,1,1,Transit,2021,3.95140004,,2.503,0.223,,,,,,,,5570.00,0.90,0.84,-0.180,[Fe/H],4.46,,19h45m36.91s,296.4037783,+39d43m21.73s,39.7227036,904.7020000,15.2210000,14.5220000
Kepler-1936 b,Kepler-1936,1,1,1,Transit,2021,126.55699920,,3.166,0.282,,,,,,,,6501.00,1.85,1.42,0.100,[Fe/H],4.05,,19h22m55.20s,290.7300141,+44d50m10.06s,44.8361280,871.0960000,14.1100000,13.3930000
Kepler-1937 b,Kepler-1937,1,1,1,Transit,2021,9.68859959,,3.023,0.270,,,,,,,,6457.00,1.20,1.19,-0.060,[Fe/H],4.36,,19h22m38.01s,290.6583922,+40d46m42.74s,40.7785383,905.0690000,14.9010000,14.1630000
Kepler-1938 b,Kepler-1938,1,1,1,Transit,2021,13.06260014,,1.828,0.163,,,,,,,,4522.00,0.66,0.65,-0.220,[Fe/H],4.62,,19h57m24.45s,299.3518920,+41d11m44.62s,41.1957285,421.1520000,16.9930000,15.2460000
Kepler-1939 b,Kepler-1939,1,1,1,Transit,2021,2.79065990,,1.165,0.104,,,,,,,,4353.00,0.60,0.65,-0.180,[Fe/H],4.68,,19h02m45.58s,285.6899312,+40d59m40.80s,40.9946659,189.8330000,15.1990000,13.6220000
Kepler-194 b,Kepler-194,1,1,3,Transit,2014,2.09228100,0.032000,1.510,0.135,,,,,,,,6089.00,1.02,,,,4.42,,19h27m53.14s,291.9714290,+47d51m50.58s,47.8640498,1097.9700000,15.8690000,14.9690000
Kepler-194 c,Kepler-194,1,1,3,Transit,2014,17.30803200,0.131000,2.590,0.231,,,,,,,,6089.00,1.02,,,,4.42,,19h27m53.14s,291.9714290,+47d51m50.58s,47.8640498,1097.9700000,15.8690000,14.9690000
Kepler-194 d,Kepler-194,1,1,3,Transit,2014,52.81497300,0.275000,2.400,0.214,,,,,,,,6089.00,1.02,,,,4.42,,19h27m53.14s,291.9714290,+47d51m50.58s,47.8640498,1097.9700000,15.8690000,14.9690000
Kepler-1940 b,Kepler-1940,1,1,1,Transit,2021,4.95061016,,1.547,0.138,,,,,,,,5431.00,0.72,0.80,-0.440,[Fe/H],4.62,,19h24m49.01s,291.2042027,+45d14m18.00s,45.2383344,798.5950000,16.4720000,15.6740000
Kepler-1941 b,Kepler-1941,1,1,1,Transit,2021,31.33510017,,2.650,0.236,,,,,,,,6404.00,1.14,1.18,-0.060,[Fe/H],4.39,,19h46m30.48s,296.6270184,+49d21m14.01s,49.3538910,1494.3900000,14.9920000,14.9430000
Kepler-1942 b,Kepler-1942,1,1,1,Transit,2021,4.62604999,,2.117,0.189,,,,,,,,5834.00,0.80,0.85,-0.500,[Fe/H],4.57,,19h39m55.33s,294.9805416,+44d25m30.86s,44.4252384,842.4920000,15.6910000,14.9100000
Kepler-1943 b,Kepler-1943,1,1,1,Transit,2021,4.85018015,,1.549,0.138,,,,,,,,6032.00,0.97,1.05,-0.060,[Fe/H],4.49,,19h33m16.39s,293.3182976,+41d07m00.01s,41.1166697,1004.5500000,14.6570000,13.8680000
Kepler-1944 b,Kepler-1944,1,1,1,Transit,2021,9.84257984,,2.760,0.246,,,,,,,,5585.00,0.97,1.06,0.480,[Fe/H],4.49,,19h46m02.52s,296.5105045,+39d10m23.75s,39.1732645,1076.4800000,15.9900000,15.5820000
Kepler-1945 b,Kepler-1945,1,1,1,Transit,2021,6.08003998,,1.289,0.115,,,,,,,,4991.00,0.80,0.77,0.040,[Fe/H],4.51,,18h47m35.54s,281.8980828,+42d17m08.95s,42.2858185,,14.5090000,13.5860000
Kepler-1946 b,Kepler-1946,1,1,1,Transit,2021,3.03519010,,2.488,0.222,,,,,,,,5505.00,0.87,0.89,-0.040,[Fe/H],4.50,,18h49m20.53s,282.3355387,+42d50m43.23s,42.8453417,1002.1200000,16.4360000,15.5080000
Kepler-1947 b,Kepler-1947,1,1,1,Transit,2021,6.96363020,,1.010,0.090,,,,,,,,6040.00,1.69,0.98,-0.440,[Fe/H],3.98,,19h44m24.97s,296.1040313,+42d20m33.29s,42.3425818,468.7710000,13.5290000,12.9730000
Kepler-1948 b,Kepler-1948,1,1,1,Transit,2021,15.57129955,,1.033,0.092,,,,,,,,3872.00,0.56,0.58,0.120,[Fe/H],4.71,,19h09m27.38s,287.3640804,+47d47m07.10s,47.7853043,193.9030000,15.8360000,14.5690000
Kepler-1949 b,Kepler-1949,1,1,1,Transit,2021,2.20828009,,2.220,0.198,,,,,,,,6028.00,1.45,1.19,0.140,[Fe/H],4.19,,19h34m10.14s,293.5422586,+43d01m33.80s,43.0260555,2617.3500000,15.5060000,15.2310000
Kepler-195 b,Kepler-195,1,1,2,Transit,2014,8.30787200,0.077000,2.030,0.181,,,,,,,,5329.00,0.78,,,,4.60,,19h12m29.02s,288.1209339,+47d57m59.81s,47.9666141,652.0510000,15.2460000,14.8630000
Kepler-195 c,Kepler-195,1,1,2,Transit,2014,34.09686300,0.197000,1.550,0.138,,,,,,,,5329.00,0.78,,,,4.60,,19h12m29.02s,288.1209339,+47d57m59.81s,47.9666141,652.0510000,15.2460000,14.8630000
Kepler-1950 b,Kepler-1950,1,1,1,Transit,2021,10.77690029,,1.527,0.136,,,,,,,,5455.00,0.85,0.76,-0.340,[Fe/H],4.46,,19h08m20.99s,287.0874563,+42d40m07.15s,42.6686537,697.2530000,15.1270000,14.8450000
Kepler-1951 b,Kepler-1951,1,1,1,Transit,2021,20.65780067,,2.321,0.207,,,,,,,,5468.00,1.31,0.92,0.140,[Fe/H],4.17,,19h21m59.98s,290.4999139,+40d17m15.78s,40.2877161,1277.3200000,15.3290000,14.3670000
Kepler-1952 b,Kepler-1952,1,1,1,Transit,2021,27.21080017,,1.239,0.111,,,,,,,,5973.00,1.30,0.92,-0.340,[Fe/H],4.17,,19h12m18.34s,288.0764082,+43d57m30.54s,43.9584839,852.0620000,14.6360000,13.8280000
Kepler-1953 b,Kepler-1953,1,1,1,Transit,2021,6.24565983,,1.286,0.115,,,,,,,,4858.00,0.71,0.79,-0.020,[Fe/H],4.62,,19h11m52.34s,287.9680995,+46d28m14.15s,46.4705959,605.6310000,16.9100000,15.9360000
Kepler-1954 b,Kepler-1954,1,1,1,Transit,2021,5.88343000,,1.802,0.161,,,,,,,,5840.00,0.85,0.94,-0.240,[Fe/H],4.55,,19h52m00.70s,298.0029203,+43d21m16.52s,43.3545882,1373.8300000,16.6580000,15.8750000
Kepler-1955 b,Kepler-1955,1,1,1,Transit,2021,14.26519966,,1.167,0.104,,,,,,,,5825.00,1.29,1.05,0.140,[Fe/H],4.24,,19h58m08.34s,299.5347603,+40d28m39.91s,40.4777528,449.3510000,13.4970000,12.6090000
Kepler-1956 b,Kepler-1956,1,1,1,Transit,2021,5.94371986,,1.089,0.097,,,,,,,,4391.00,0.68,0.67,0.040,[Fe/H],4.60,,19h38m29.00s,294.6208506,+49d53m39.19s,49.8942190,360.4680000,17.2830000,15.9890000
Kepler-1957 b,Kepler-1957,1,1,1,Transit,2021,2.18662000,,0.944,0.084,,,,,,,,4904.00,0.77,0.74,0.000,[Fe/H],4.54,,19h34m50.74s,293.7114360,+47d53m14.81s,47.8874467,460.8990000,16.0960000,15.1300000
Kepler-1958 b,Kepler-1958,1,1,1,Transit,2021,9.32861996,,2.051,0.183,,,,,,,,5749.00,0.86,0.96,-0.100,[Fe/H],4.55,,19h16m25.00s,289.1041643,+41d41m24.41s,41.6901138,1320.3800000,16.3600000,15.4860000
Kepler-1959 b,Kepler-1959,1,1,1,Transit,2021,6.38669014,,1.143,0.102,,,,,,,,5071.00,0.81,0.77,-0.020,[Fe/H],4.50,,19h44m05.35s,296.0223010,+44d43m57.61s,44.7326691,479.2630000,16.1010000,14.7970000
Kepler-196 b,Kepler-196,1,1,3,Transit,2014,20.73988600,0.138000,1.900,0.170,,,,,,,,5128.00,0.78,,,,4.57,,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.3120000,15.1320000,14.2390000
Kepler-196 c,Kepler-196,1,1,3,Transit,2014,47.42773700,0.240000,2.240,0.200,,,,,,,,5128.00,0.78,,,,4.57,,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.3120000,15.1320000,14.2390000
Kepler-196 d,Kepler-196,1,1,3,Transit,2021,122.08000180,,2.661,0.237,,,,,,,,5132.00,0.77,0.81,-0.060,[Fe/H],4.57,,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.3120000,15.1320000,14.2390000
Kepler-1960 b,Kepler-1960,1,1,1,Transit,2021,2.29794002,,1.307,0.117,,,,,,,,6371.00,1.07,1.12,-0.180,[Fe/H],4.43,,19h38m47.26s,294.6969361,+46d43m12.74s,46.7202043,1527.5600000,15.2550000,15.1810000
Kepler-1961 b,Kepler-1961,1,1,1,Transit,2021,5.60471010,,1.619,0.144,,,,,,,,5401.00,0.78,0.87,-0.160,[Fe/H],4.59,,19h05m19.22s,286.3300783,+39d40m59.26s,39.6831276,1042.4500000,16.9150000,15.8090000
Kepler-1962 b,Kepler-1962,1,1,1,Transit,2021,7.99145985,,1.215,0.108,,,,,,,,5700.00,1.01,1.00,0.160,[Fe/H],4.43,,19h18m11.62s,289.5483989,+40d09m50.92s,40.1641457,866.8260000,15.3170000,15.1460000
Kepler-1963 b,Kepler-1963,1,1,1,Transit,2021,1.96226001,,0.744,0.066,,,,,,,,5726.00,0.98,0.92,-0.100,[Fe/H],4.42,,19h46m21.00s,296.5875182,+47d12m25.66s,47.2071290,492.8470000,14.8150000,14.0540000
Kepler-1964 b,Kepler-1964,1,1,1,Transit,2021,2.44082999,,1.781,0.159,,,,,,,,4803.00,0.70,0.75,-0.080,[Fe/H],4.62,,19h48m14.11s,297.0588033,+49d28m42.37s,49.4784362,,16.9190000,16.3630000
Kepler-1965 b,Kepler-1965,1,1,1,Transit,2021,41.86869812,,1.354,0.121,,,,,,,,5852.00,0.84,0.93,-0.300,[Fe/H],4.56,,19h30m03.53s,292.5147146,+38d01m19.15s,38.0219872,521.7910000,14.2460000,13.8390000
Kepler-1966 b,Kepler-1966,1,1,1,Transit,2021,8.61742973,,1.105,0.099,,,,,,,,5009.00,0.84,0.80,0.160,[Fe/H],4.49,,19h29m51.31s,292.4637788,+41d17m56.56s,41.2990438,484.6010000,16.0780000,15.2220000
Kepler-1967 b,Kepler-1967,1,1,1,Transit,2021,7.28169012,,0.730,0.065,,,,,,,,4970.00,1.81,1.00,0.320,[Fe/H],3.92,,19h56m33.03s,299.1376276,+43d29m54.50s,43.4984724,249.1020000,14.8000000,13.5190000
Kepler-1968 b,Kepler-1968,1,1,1,Transit,2021,7.28109980,,1.500,0.134,,,,,,,,5008.00,0.79,0.84,0.180,[Fe/H],4.57,,19h26m01.93s,291.5080318,+45d22m12.34s,45.3700933,750.9300000,17.5940000,16.3030000
Kepler-1969 b,Kepler-1969,1,1,1,Transit,2021,6.64752007,,1.682,0.150,,,,,,,,6046.00,1.01,1.11,0.070,[Fe/H],4.48,,19h39m08.22s,294.7842662,+49d29m31.40s,49.4920557,1204.5400000,16.3750000,15.8510000
Kepler-197 b,Kepler-197,1,2,4,Transit,2014,5.59930800,0.060000,1.020,0.091,,,,,,,,6004.00,1.12,,,,4.30,,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,12.4240000,11.7750000
Kepler-197 c,Kepler-197,1,2,4,Transit,2014,10.34969500,0.090000,1.230,0.110,,,,,,,,6004.00,1.12,,,,4.30,,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,12.4240000,11.7750000
Kepler-197 d,Kepler-197,1,2,4,Transit,2014,15.67756300,0.119000,1.220,0.109,,,,,,,,6004.00,1.12,,,,4.30,,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,12.4240000,11.7750000
Kepler-197 e,Kepler-197,1,2,4,Transit,2014,25.20971500,0.164000,0.910,0.081,,,,,,,,6004.00,1.12,,,,4.30,,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,12.4240000,11.7750000
Kepler-1972 b,Kepler-1972,1,1,2,Transit,2014,7.54425000,,0.802,0.072,2.02000,0.00636,Mass,0.067000,,,,5818.00,1.38,1.12,0.230,[M/H],4.20,7.400,19h13m34.87s,288.3953074,+39d52m21.02s,39.8725067,287.3390000,12.0700000,11.2300000
Kepler-1972 c,Kepler-1972,1,1,2,Transit,2014,11.32950000,,0.868,0.077,2.11000,0.00664,Mass,0.043000,,,,5818.00,1.38,1.12,0.230,[M/H],4.20,7.400,19h13m34.87s,288.3953074,+39d52m21.02s,39.8725067,287.3390000,12.0700000,11.2300000
Kepler-1976 b,Kepler-1976,1,1,1,Transit Timing Variations,2023,4.95931924,0.056500,12.210,,,,,0.000000,349.40,1103,,5712.00,1.08,0.98,0.100,[Fe/H],4.36,,19h28m40.09s,292.1670600,+48d43m39.12s,48.7275345,1314.5100000,16.2730000,15.4450000
Kepler-1977 b,Kepler-1977,1,1,1,Transit,2023,4.53702121,0.048600,1.660,,,,,0.000000,95.61,798,,4805.00,0.69,0.77,-0.060,[Fe/H],4.63,,19h22m28.29s,290.6178587,+37d17m20.76s,37.2891002,592.7110000,14.9060000,16.0470000
Kepler-1978 b,Kepler-1978,1,1,1,Transit,2023,10.84969477,0.091400,2.670,,,,,0.000000,49.30,676,,5251.00,0.78,0.87,-0.040,[Fe/H],4.59,,19h04m01.62s,286.0067312,+38d00m34.35s,38.0095407,865.5120000,14.9180000,15.4900000
Kepler-1979 b,Kepler-1979,1,1,1,Transit,2023,18.50845260,0.138300,29.330,,,,,0.000000,51.32,683,,5942.00,0.94,1.03,-0.060,[Fe/H],4.51,,19h19m22.30s,289.8429062,+38d18m34.64s,38.3096220,1076.2700000,16.1260000,15.4840000
Kepler-198 b,Kepler-198,1,1,3,Transit,2014,17.79003700,0.131000,2.820,0.252,,,,,,,,5574.00,0.94,,,,4.47,,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,495.3580000,15.1130000,13.6840000
Kepler-198 c,Kepler-198,1,1,3,Transit,2014,49.56741600,0.259000,2.470,0.220,,,,,,,,5574.00,0.94,,,,4.47,,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,495.3580000,15.1130000,13.6840000
Kepler-198 d,Kepler-198,1,1,3,Transit,2016,1.31184443,,1.530,0.136,,,,,,,,5636.00,0.93,0.97,0.040,[Fe/H],4.49,3.720,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,495.3580000,15.1130000,13.6840000
Kepler-1980 b,Kepler-1980,1,1,1,Transit,2023,33.02571790,0.204900,2.210,,,,,0.000000,23.95,564,,5819.00,0.99,1.05,0.140,[Fe/H],4.47,,19h40m40.13s,295.1672065,+38d38m13.34s,38.6370390,1709.4000000,15.9350000,15.9060000
Kepler-1981 b,Kepler-1981,1,1,1,Transit,2023,453.54212000,1.329200,9.230,,,,,0.000000,5.45,390,,5874.00,3.01,1.52,0.120,[Fe/H],3.66,,19h11m54.11s,287.9754691,+38d44m25.08s,38.7402988,659.3950000,14.6480000,13.5630000
Kepler-1982 b,Kepler-1982,1,1,1,Transit,2023,3.82315697,0.051100,0.770,,,,,0.000000,638.38,1282,,6202.00,1.12,1.21,0.210,[Fe/H],4.42,,19h09m38.40s,287.4099905,+39d39m31.06s,39.6586267,558.8550000,13.3200000,12.6960000
Kepler-1983 b,Kepler-1983,1,1,1,Transit,2023,7.32851947,0.068900,2.330,,,,,0.000000,100.13,807,,5135.00,0.87,0.81,0.120,[Fe/H],4.46,,19h48m10.08s,297.0420150,+39d54m43.87s,39.9121864,424.4280000,15.4160000,14.5180000
Kepler-1984 b,Kepler-1984,1,1,1,Transit,2023,1.99281234,0.023800,6.810,,,,,0.000000,48.82,675,,3638.00,0.42,0.45,-0.140,[Fe/H],4.84,,19h25m08.41s,291.2850446,+40d43m48.08s,40.7300225,,18.3530000,16.1920000
Kepler-1985 b,Kepler-1985,1,1,1,Transit,2023,3.42064689,0.042600,2.270,,,,,0.000000,382.68,1129,,5370.00,0.97,0.88,0.140,[Fe/H],4.41,,19h34m15.93s,293.5663715,+42d07m57.30s,42.1325825,,,15.2230000
Kepler-1986 b,Kepler-1986,1,1,1,Transit,2023,19.54896660,0.130700,1.890,,,,,0.000000,26.62,579,,5549.00,0.73,0.78,-0.540,[Fe/H],4.60,,19h31m49.99s,292.9582727,+42d51m17.61s,42.8548909,912.0850000,16.3010000,15.6610000
Kepler-1987 b,Kepler-1987,1,1,4,Transit,2023,2.34586300,0.031800,1.230,,,,,0.000000,233.38,997,,4769.00,0.71,0.80,0.120,[Fe/H],4.62,,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.6830000,,15.4770000
Kepler-1987 c,Kepler-1987,1,1,4,Transit,2023,3.64830183,0.042700,1.330,,,,,0.000000,129.44,860,,4769.00,0.71,0.80,0.120,[Fe/H],4.62,,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.6830000,,15.4770000
Kepler-1987 d,Kepler-1987,1,1,4,Transit,2023,5.64491415,0.057100,2.660,,,,,0.000000,72.38,744,,4769.00,0.71,0.80,0.120,[Fe/H],4.62,,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.6830000,,15.4770000
Kepler-1987 e,Kepler-1987,1,1,4,Transit,2023,8.74292005,0.076500,1.920,,,,,0.000000,40.33,643,,4769.00,0.71,0.80,0.120,[Fe/H],4.62,,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.6830000,,15.4770000
Kepler-1988 b,Kepler-1988,1,1,1,Transit,2023,11.49500229,0.103800,1.530,,,,,0.000000,351.79,1105,,6033.00,1.79,1.13,-0.100,[Fe/H],3.98,,19h54m41.71s,298.6738034,+43d47m43.84s,43.7955099,513.4260000,12.8940000,12.1280000
Kepler-1989 b,Kepler-1989,1,1,1,Transit,2023,10.16102353,0.091800,4.620,,,,,0.000000,157.97,904,,6032.00,1.06,1.00,-0.140,[Fe/H],4.39,,19h22m56.44s,290.7351869,+44d05m28.54s,44.0912620,1252.1300000,12.6990000,14.2890000
Kepler-199 b,Kepler-199,1,1,2,Transit,2014,23.63760400,0.158000,3.110,0.277,,,,,,,,5644.00,0.97,,,,4.44,,19h42m14.26s,295.5594278,+40d14m10.50s,40.2362490,521.0540000,,13.7960000
Kepler-199 c,Kepler-199,1,1,2,Transit,2014,67.09340800,0.316000,3.250,0.290,,,,,,,,5644.00,0.97,,,,4.44,,19h42m14.26s,295.5594278,+40d14m10.50s,40.2362490,521.0540000,,13.7960000
Kepler-1990 b,Kepler-1990,1,1,2,Transit,2023,1.73513619,0.028600,3.270,,,,,0.000000,1372.87,1554,,5751.00,1.07,1.03,0.210,[Fe/H],4.39,,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,13.2640000,11.9460000
Kepler-1990 c,Kepler-1990,1,1,2,Transit,2023,4.06844957,0.050400,0.980,,,,,0.000000,442.08,1170,,5751.00,1.07,1.03,0.210,[Fe/H],4.39,,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,13.2640000,11.9460000
Kepler-1991 b,Kepler-1991,1,1,2,Transit,2023,13.26079792,0.106500,1.470,,,,,0.000000,78.79,760,,5478.00,1.05,0.91,0.160,[Fe/H],4.35,,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.8200000,,15.0480000
Kepler-1991 c,Kepler-1991,1,1,2,Transit,2023,22.79020351,0.152800,2.570,,,,,0.000000,38.27,634,,5478.00,1.05,0.91,0.160,[Fe/H],4.35,,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.8200000,,15.0480000
Kepler-1992 b,Kepler-1992,1,1,1,Transit,2023,15.61122380,0.116900,0.910,,,,,0.000000,38.99,637,,5383.00,0.84,0.87,0.000,[Fe/H],4.53,,19h40m21.66s,295.0902409,+45d04m51.98s,45.0811045,532.9550000,14.5420000,13.7900000
Kepler-1993 b,Kepler-1993,1,1,1,Transit,2023,26.65657370,0.194300,4.150,,,,,0.000000,157.45,903,,5159.00,3.06,1.37,-0.040,[Fe/H],3.60,,19h35m11.25s,293.7968548,+45d09m38.61s,45.1607261,1031.9100000,14.5260000,13.4510000
Kepler-1994 b,Kepler-1994,1,1,1,Transit,2023,4.61225043,0.053000,0.510,,,,,0.000000,268.27,1032,,5495.00,0.96,0.93,0.160,[Fe/H],4.44,,19h48m35.71s,297.1487941,+46d17m48.93s,46.2969247,241.9910000,12.7340000,12.0100000
Kepler-1995 b,Kepler-1995,1,1,1,Transit,2023,73.75788750,0.325900,4.280,,,,,0.000000,4.66,375,,5029.00,0.93,0.85,0.480,[Fe/H],4.43,,18h57m22.25s,284.3427250,+46d18m59.73s,46.3165907,595.3310000,16.4260000,15.5160000
Kepler-1996 b,Kepler-1996,1,1,2,Transit,2023,32.37618300,0.178900,2.260,,,,,0.000000,5.61,392,,4580.00,0.68,0.75,0.080,[Fe/H],4.64,,19h01m00.90s,285.2537555,+46d34m55.99s,46.5822183,440.5610000,14.1140000,15.1100000
Kepler-1996 c,Kepler-1996,1,1,2,Transit,2023,92.72972480,0.360800,2.810,,,,,0.000000,1.38,276,,4580.00,0.68,0.75,0.080,[Fe/H],4.64,,19h01m00.90s,285.2537555,+46d34m55.99s,46.5822183,440.5610000,14.1140000,15.1100000
Kepler-1997 b,Kepler-1997,1,1,1,Transit,2023,26.75758660,0.181500,2.280,,,,,0.000000,44.86,660,,6215.00,1.05,1.11,-0.060,[Fe/H],4.44,,19h49m55.40s,297.4808253,+46d35m20.89s,46.5891373,1502.3400000,15.2220000,15.4540000
Kepler-1998 b,Kepler-1998,1,1,1,Transit,2023,3.03267135,0.040500,0.600,,,,,0.000000,468.31,1187,,5640.00,0.92,0.96,0.060,[Fe/H],4.49,,18h53m43.00s,283.4291536,+47d35m32.63s,47.5923973,340.9650000,14.2260000,12.7400000
Kepler-1999 b,Kepler-1999,1,1,1,Transit,2023,8.73967580,0.071300,3.290,,,,,0.000000,26.17,577,,4406.00,0.63,0.63,-0.240,[Fe/H],4.64,,18h49m28.94s,282.3705675,+48d15m33.24s,48.2592340,701.2550000,18.2910000,16.4330000
Kepler-20 b,Kepler-20,1,2,6,Transit,2011,3.69610490,0.045650,1.773,0.158,9.70000,0.03052,Mass,0.083000,331.00,1187,,5495.00,0.92,0.93,0.070,[Fe/H],,5.600,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,13.2780000,12.6100000
Kepler-20 c,Kepler-20,1,2,6,Transit,2011,10.85407740,0.093600,2.894,0.258,11.10000,0.03492,Mass,0.076000,78.70,828,,5495.00,0.92,0.93,0.070,[Fe/H],,5.600,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,13.2780000,12.6100000
Kepler-20 d,Kepler-20,1,2,6,Transit,2011,77.61145500,0.347400,2.606,0.232,13.40000,0.04216,Mass,0.082000,5.71,430,,5495.00,0.92,0.93,0.070,[Fe/H],,5.600,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,13.2780000,12.6100000
Kepler-20 e,Kepler-20,1,2,6,Transit,2011,6.09848820,0.063700,0.821,0.073,0.76000,0.00239,Mass,0.092000,169.80,1004,,5495.00,0.92,0.93,0.070,[Fe/H],,5.600,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,13.2780000,12.6100000
Kepler-20 f,Kepler-20,1,2,6,Transit,2011,19.57832800,0.138700,0.952,0.085,1.40000,0.00440,Mass,0.094000,35.90,681,,5495.00,0.92,0.93,0.070,[Fe/H],,5.600,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,13.2780000,12.6100000
Kepler-20 g,Kepler-20,1,2,6,Radial Velocity,2016,34.94000000,0.205500,,,19.96000,0.06280,Msini,0.150000,,524,,5495.00,0.96,0.95,0.070,[m/H],4.45,7.600,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,13.2780000,12.6100000
Kepler-200 b,Kepler-200,1,1,2,Transit,2014,8.59480500,0.080000,2.130,0.190,,,,,,,,5678.00,0.94,,,,4.45,,18h57m38.39s,284.4099503,+41d14m14.97s,41.2374928,665.9120000,14.8330000,13.9320000
Kepler-200 c,Kepler-200,1,1,2,Transit,2014,10.22215700,0.090000,1.590,0.142,,,,,,,,5678.00,0.94,,,,4.45,,18h57m38.39s,284.4099503,+41d14m14.97s,41.2374928,665.9120000,14.8330000,13.9320000
Kepler-2000 b,Kepler-2000,1,1,2,Transit,2023,6.38315913,0.056200,2.730,,,,,0.000000,18.73,530,,3757.00,0.58,0.58,0.480,[Fe/H],4.68,,19h02m17.83s,285.5743032,+49d57m43.64s,49.9621218,320.5880000,16.7810000,15.6420000
Kepler-2000 c,Kepler-2000,1,1,2,Transit,2023,20.61803480,0.122800,1.570,,,,,0.000000,3.92,359,,3757.00,0.58,0.58,0.480,[Fe/H],4.68,,19h02m17.83s,285.5743032,+49d57m43.64s,49.9621218,320.5880000,16.7810000,15.6420000
Kepler-2001 b,Kepler-2001,1,1,2,Transit,2023,1.09001100,0.019700,1.040,,,,,0.000000,911.28,1402,,5081.00,0.77,0.86,0.120,[Fe/H],4.60,,19h26m38.27s,291.6594558,+50d35m01.89s,50.5838585,776.5500000,17.6310000,15.9810000
Kepler-2001 c,Kepler-2001,1,1,2,Transit,2023,14.09258319,0.108400,1.820,,,,,0.000000,30.10,597,,5081.00,0.77,0.86,0.120,[Fe/H],4.60,,19h26m38.27s,291.6594558,+50d35m01.89s,50.5838585,776.5500000,17.6310000,15.9810000
